iter	Logloss	F1
885	0.07154981098	0.9885780238
886	0.07139181238	0.9883026977
887	0.0712263932	0.9885780238
888	0.07118108632	0.9885780238
889	0.0710065499	0.9888535034
890	0.07084748384	0.9888535034
891	0.07069909252	0.9891291365
892	0.07057556945	0.9885780238
893	0.0701365388	0.9888535034
894	0.06988409474	0.9888535034
895	0.06965370997	0.9885780238
896	0.06950166236	0.9888535034
897	0.06933446561	0.9888535034
898	0.06907227313	0.9888535034
899	0.06884826656	0.9891291365
900	0.06878809939	0.9888535034
901	0.06872674649	0.9888535034
902	0.06864641775	0.9888535034
903	0.06854292682	0.9891291365
904	0.06851941852	0.9891291365
905	0.06821182434	0.9891291365
906	0.06806143132	0.9894049233
907	0.06795175494	0.9894049233
908	0.0674326436	0.9894049233
909	0.0673982275	0.9894049233
910	0.06719180758	0.989680864
911	0.0669720622	0.9894049233
912	0.06692710723	0.9899569586
913	0.0667359	0.9899569586
914	0.06671378653	0.9899569586
915	0.06649218156	0.9899569586
916	0.06632962815	0.989680864
917	0.06611210238	0.9899569586
918	0.06597211256	0.989680864
919	0.06594492146	0.989680864
920	0.06553807032	0.9899569586
921	0.06544864863	0.989680864
922	0.06539343356	0.989680864
923	0.06522886704	0.9902332073
924	0.06516391378	0.9902332073
925	0.06511515324	0.9902332073
926	0.06506549187	0.989680864
927	0.06497855324	0.9899569586
928	0.06493888871	0.9902332073
929	0.06491235103	0.9902332073
930	0.0648733215	0.9905096102
931	0.06475151533	0.9905096102
932	0.06472839932	0.9905096102
933	0.06445546077	0.9905096102
934	0.06443739576	0.9905096102
935	0.0643312864	0.9905096102
936	0.06426162137	0.9905096102
937	0.06411092241	0.9905096102
938	0.06401145576	0.9905096102
939	0.06382609545	0.9902332073
940	0.06375117403	0.9902332073
941	0.06373840212	0.9902332073
942	0.06363813636	0.9902332073
943	0.06362719293	0.9902332073
944	0.06340565515	0.9905096102
945	0.06322906568	0.9905096102
946	0.06300521245	0.9905096102
947	0.06293917901	0.9905096102
948	0.0627549096	0.9905096102
949	0.06268890567	0.9902332073
950	0.06256356874	0.9905096102
951	0.06244057461	0.9907861674
952	0.06219505441	0.9907861674
953	0.06217142426	0.9907861674
954	0.06211906787	0.9905096102
955	0.06206720076	0.9905096102
956	0.06197844867	0.9913397455
957	0.06191257034	0.9910628792
958	0.061798968	0.9910628792
959	0.06174729873	0.9907861674
960	0.06168246174	0.9907861674
961	0.06164160563	0.9910628792
962	0.06146021062	0.9913397455
963	0.0614427686	0.9913397455
964	0.06142705379	0.9913397455
965	0.06137581418	0.9913397455
966	0.06136344038	0.9913397455
967	0.06125685208	0.9916167666
968	0.06122585924	0.9916167666
969	0.06112607328	0.9918939426
970	0.06110866721	0.9918939426
971	0.06108713472	0.9918939426
972	0.06088609288	0.9916167666
973	0.06076310538	0.9916167666
974	0.06071204376	0.9916167666
975	0.06044126241	0.9916167666
976	0.06042096989	0.9916167666
977	0.06034160534	0.9916167666
978	0.06023792535	0.9918939426
979	0.0601823577	0.9918939426
980	0.06013408164	0.9918939426
981	0.05994907516	0.9918939426
982	0.05971770455	0.9918939426
983	0.05958130826	0.9918939426
984	0.05944066749	0.9918939426
985	0.05937207065	0.9918939426
986	0.05925497806	0.9918939426
987	0.05923328032	0.9918939426
988	0.05883291313	0.9916167666
989	0.05865207384	0.9918939426
990	0.05860702919	0.9921712735
991	0.05851768569	0.9918939426
992	0.05844066724	0.9918939426
993	0.05818570874	0.9916167666
994	0.05802569642	0.9916167666
995	0.05780340029	0.9916167666
996	0.05776225415	0.9916167666
997	0.05766504715	0.9916167666
998	0.05759055235	0.9916167666
999	0.05743860889	0.9913397455
